Age,YearsExperience,EducationLevel,ProjectsCompleted,WeeklyWorkingHours,PerformanceScore,Salary
35,7,2,15,58,8.1,117596
33,7,2,9,41,7.3,92776
39,13,3,10,43,9.8,152094
26,0,3,0,46,7.2,45416
32,9,2,8,37,8.4,110852
57,27,3,38,45,6.5,310715
37,16,3,26,43,5.7,143829
43,19,1,18,41,8.0,202616
46,16,1,16,49,6.9,173364
49,23,2,19,38,8.2,233662
53,23,1,37,44,7.5,224530
47,25,3,24,50,5.9,273960
45,18,2,28,39,8.5,200430
30,3,2,0,42,5.8,46974
43,19,2,28,55,7.9,214850
41,17,3,17,45,8.8,199672
41,20,1,22,40,6.5,229320
33,11,1,16,47,8.6,127663
57,28,1,34,40,7.6,303427
53,23,4,22,35,8.2,241855
44,16,1,15,50,5.8,154633
31,3,3,4,37,7.3,58017
37,8,1,12,55,5.0,109853
24,0,1,0,41,9.4,51827
45,16,3,25,54,4.2,200462
50,20,2,15,36,6.5,180517
29,7,4,10,48,5.7,79985
41,15,4,14,45,7.9,181775
40,17,3,18,47,9.7,208296
39,13,3,17,48,7.9,150698
39,16,2,20,41,10.0,122393
32,4,2,10,36,5.1,53088
57,33,4,38,43,5.2,388266
37,7,3,7,44,5.7,77067
57,31,3,42,41,7.2,359682
59,30,2,46,44,5.6,360883
48,26,1,36,45,5.9,293564
55,33,4,50,38,7.9,408397
38,11,2,7,45,5.3,112407
34,12,2,10,42,5.4,116464
55,33,1,16,40,6.4,351713
27,3,3,4,47,6.6,63205
33,4,1,13,39,8.4,72106
38,10,3,5,41,5.7,88185
57,35,1,44,43,6.0,384626
33,5,4,9,50,7.8,96372
56,32,3,48,44,8.1,365997
51,29,1,37,46,9.0,323478
22,0,3,0,42,7.7,47600
36,9,2,15,43,7.2,114261
29,3,1,10,43,7.8,70243
29,0,3,2,44,6.6,50133
58,33,2,38,42,6.6,363474
31,10,2,6,50,4.5,87538
42,20,1,28,41,8.3,200168
53,25,2,38,34,7.3,280509
56,35,3,44,57,8.1,408040
43,20,2,15,41,3.1,179913
54,32,4,30,50,6.9,359316
29,4,4,12,50,5.8,56148
44,20,1,11,48,9.1,187936
28,1,1,3,42,7.9,58405
27,2,3,0,44,7.3,45209
56,28,2,21,37,6.4,270123
38,14,1,17,53,7.6,145050
23,0,2,1,39,5.7,40927
48,24,3,38,42,6.9,248261
26,4,3,3,43,6.2,76670
41,20,1,31,42,10.0,200658
48,27,1,21,40,9.1,275794
60,32,4,38,50,8.5,377771
21,0,3,2,48,4.9,33613
56,31,3,44,45,8.2,362882
41,13,3,12,41,7.3,150393
55,28,2,29,48,8.7,308670
33,5,3,6,41,7.5,69182
30,2,2,4,51,7.0,62888
30,4,2,4,44,7.3,68897
33,3,3,8,49,4.5,54016
57,35,2,46,42,5.9,403158
58,32,4,26,43,7.5,357442
44,23,2,24,49,8.6,238371
22,1,4,4,54,6.2,65810
42,19,4,16,51,6.9,214514
37,14,2,15,47,4.8,153455
56,31,3,28,46,9.0,360182
34,13,2,12,40,8.6,128613
30,0,4,0,44,7.9,58365
55,29,2,25,38,7.6,306439
45,18,3,14,45,9.2,205951
23,0,2,1,45,5.9,36799
58,35,2,34,33,5.7,391208
37,13,2,21,43,8.5,152279
32,2,2,0,45,8.4,64258
44,14,3,17,43,5.3,130265
49,19,3,22,45,6.3,185213
45,15,3,18,36,9.4,174361
56,26,2,33,39,7.6,286306
46,23,2,19,48,8.1,233452
58,37,1,19,43,5.4,402062
21,0,3,0,45,7.9,27754
40,10,4,13,40,5.0,154521
48,18,2,17,43,4.2,194149
36,14,1,13,31,8.0,145258
37,16,1,12,47,9.0,165508
60,32,3,38,52,6.6,363535
48,21,3,19,38,6.2,202388
32,5,3,8,38,9.4,80034
47,23,2,33,45,6.7,239343
50,21,3,20,50,6.9,217093
54,28,3,44,43,9.4,311399
57,35,2,26,37,6.5,387646
26,5,3,14,42,6.1,75726
27,6,1,3,38,8.1,80421
52,23,2,32,40,6.0,250045
52,28,4,33,41,6.8,321544
45,20,2,30,38,5.2,240813
53,30,3,45,39,7.3,356484
27,3,3,5,43,7.1,47873
32,4,2,2,44,8.4,72965
36,12,3,17,36,8.2,136062
36,7,3,11,45,7.8,80912
56,27,2,37,41,7.6,280890
33,7,1,7,47,6.9,90878
27,5,2,9,47,7.9,88271
56,26,1,35,40,5.4,259295
29,2,1,2,46,3.7,54032
52,23,2,25,39,8.6,248029
31,5,2,2,50,7.9,89800
28,5,4,12,39,6.8,94975
53,26,2,30,45,8.5,282829
43,18,3,26,42,6.0,215127
45,24,3,27,38,6.0,243141
28,5,3,9,48,5.8,106934
42,17,2,15,40,7.8,164305
24,0,4,3,34,4.8,35574
60,37,3,47,30,5.9,427154
23,0,3,6,39,7.4,40979
49,24,2,31,50,5.3,292843
49,28,1,22,49,6.1,284417
54,24,3,32,39,3.9,266343
54,28,1,32,41,7.8,295895
48,20,2,20,41,6.0,215139
33,12,2,16,36,5.5,118220
35,13,3,19,38,5.2,143324
43,19,4,28,48,6.4,224144
46,24,2,23,46,4.8,239048
24,0,3,0,44,9.7,81743
46,16,3,23,36,3.7,173531
60,32,2,39,44,6.4,356638
29,1,4,0,31,7.1,35123
25,1,4,0,47,5.9,49591
52,27,3,28,44,7.3,283518
40,16,2,13,36,5.9,178668
31,2,3,8,51,9.1,73785
35,13,2,14,34,5.4,128904
52,24,2,35,46,3.7,267712
48,26,2,18,46,5.2,258122
42,21,3,33,37,7.5,218888
37,7,4,8,43,6.8,92858
46,23,2,36,35,8.1,252241
27,0,1,3,30,7.7,41167
46,23,3,25,38,6.1,226485
45,16,1,29,40,6.3,163324
30,3,3,2,46,6.5,23448
39,9,1,6,43,9.6,88952
31,10,2,16,43,8.0,127483
33,3,4,1,38,9.6,77622
28,3,1,6,40,8.2,45916
60,31,2,40,38,6.9,341835
24,1,2,2,37,5.6,39987
51,22,4,22,40,7.3,254007
48,23,3,24,43,6.9,266199
31,2,2,6,40,6.9,55187
21,0,1,4,41,6.7,35523
58,32,3,22,46,4.1,330786
44,15,2,17,40,8.8,162347
51,24,3,13,36,6.9,270879
46,19,1,10,46,5.0,195422
25,0,1,5,44,7.7,45598
40,13,3,11,45,5.8,142091
31,2,2,8,46,7.8,52038
53,24,3,18,45,8.2,253694
58,32,1,31,43,8.4,350861
47,20,2,21,55,6.8,215558
54,32,4,24,37,6.4,371149
35,6,2,7,40,6.1,88225
52,31,3,41,48,6.0,363357
41,20,2,11,44,7.0,188260
25,2,3,3,47,6.7,44823
26,0,3,2,44,5.8,29945
58,33,2,36,50,5.4,373086
42,20,3,26,38,6.8,190984
38,9,3,14,50,6.4,113005
34,4,2,9,49,5.4,85314
30,6,3,6,37,8.2,90862
33,9,3,7,46,9.5,108671
51,26,1,25,43,8.3,263721
50,22,2,29,40,6.0,241119
23,0,2,6,34,6.9,43223
50,26,2,30,38,9.2,280023
26,1,3,7,47,5.4,43742
49,25,2,19,47,8.1,265017
28,2,4,2,42,5.0,47684
53,30,2,23,47,9.4,338963
37,9,2,14,48,6.4,123154
31,5,3,6,44,10.0,67793
33,3,3,4,39,9.4,51190
31,6,3,10,45,6.9,103187
51,29,1,23,45,6.0,302380
48,18,2,18,46,7.3,174930
26,0,2,0,47,6.7,52249
36,9,4,9,36,6.4,109750
24,2,2,4,40,4.7,72589
55,34,4,48,34,6.3,401726
46,19,3,25,47,5.4,218734
32,7,2,11,42,7.8,74664
31,10,3,10,45,8.4,136552
57,33,3,30,36,8.0,384130
45,21,4,20,50,7.5,253442
38,8,1,2,37,5.8,93547
39,12,2,11,47,7.3,129311
43,14,2,15,44,8.1,136906
58,36,1,50,42,6.2,404575
38,17,3,20,42,7.2,162726
46,24,3,34,40,6.8,254529
26,0,2,3,49,9.3,55610
24,0,3,2,43,8.2,45527
49,23,3,24,37,7.9,244667
54,30,2,37,41,4.6,316933
37,16,1,26,44,7.2,149231
36,15,3,17,47,6.8,166635
22,0,3,0,40,6.8,43950
54,33,3,28,40,4.8,353201
28,1,1,0,43,5.5,31949
33,12,2,24,47,6.9,159056
28,7,1,1,36,8.6,93004
50,28,3,36,46,6.2,297287
52,22,3,28,41,6.4,237244
56,33,1,33,41,9.5,382779
50,29,3,36,53,6.6,329183
21,0,3,8,42,6.8,43973
59,29,3,46,47,6.8,350893
37,9,4,11,47,5.1,121445
40,15,1,14,37,7.8,160824
44,22,4,20,34,6.1,230226
42,17,1,13,47,7.0,177345
49,23,2,18,38,7.6,253597
42,21,3,26,35,9.7,230712
29,5,4,6,48,5.2,72459
57,28,3,27,38,8.2,323211
30,8,3,13,39,8.2,128395
56,31,3,47,53,6.1,390340
57,36,3,24,35,7.8,403066
48,24,1,23,37,9.3,244652
48,24,3,33,41,5.9,250630
41,15,2,18,42,7.3,160567
44,14,2,14,39,7.6,133471
60,31,2,35,37,7.7,336660
22,0,3,8,51,8.1,63364
28,0,4,2,44,7.2,50980
47,21,3,18,46,7.7,203281
42,15,4,11,42,5.7,177844
57,27,2,16,44,7.2,267556
47,25,3,27,48,6.3,262069
49,19,3,16,38,5.3,178163
23,0,3,1,44,6.3,33065
33,7,3,11,46,7.4,85748
30,8,3,8,51,7.6,93631
56,34,3,41,53,5.2,367459
29,7,3,7,43,5.7,88919
47,17,1,20,49,8.0,181625
54,33,3,43,30,7.7,407033
21,0,2,1,51,8.2,52886
52,24,2,33,39,8.9,257001
45,23,3,32,42,7.8,241991
49,24,2,27,45,6.4,253455
27,0,3,0,42,7.2,46785
23,0,2,0,44,9.3,39410
40,15,1,16,51,10.0,164532
40,18,2,23,41,7.6,213778
50,27,1,40,38,7.7,287581
55,29,3,24,52,8.0,301939
55,30,2,33,46,7.0,342032
59,35,2,20,53,8.6,396572
47,23,1,32,47,8.4,227212
46,21,2,34,36,7.5,232262
34,12,3,9,46,6.6,118936
37,8,1,12,38,4.9,92266
38,16,3,25,43,8.0,204197
49,19,4,28,43,7.3,214226
40,18,3,11,35,6.0,192249
47,17,3,20,39,5.4,163118
38,9,1,11,54,7.9,90407
24,1,2,0,44,4.8,63688
21,0,4,2,42,7.4,49494
21,0,3,0,52,8.2,56540
46,22,3,21,41,7.8,249634
40,14,3,22,43,6.5,150796
43,19,2,17,48,5.3,203161
30,0,1,5,41,7.8,50333
31,4,3,3,39,8.7,53942
25,4,3,7,32,6.2,81286
21,0,2,3,38,7.7,56682
37,14,4,21,38,9.2,149845
42,21,2,25,44,7.5,225883
54,28,2,25,40,6.4,293237
49,20,3,27,54,8.5,245420
24,0,3,0,38,6.0,22000
25,0,3,1,50,5.2,84479
31,1,1,0,44,8.1,43256
41,13,2,13,47,6.4,146971
55,29,3,36,47,6.6,345430
32,3,2,8,32,6.1,52458
46,23,3,32,43,6.3,251771
39,9,4,11,42,9.0,110816
27,0,3,4,37,9.3,36924
27,0,2,5,45,9.5,53962
46,22,3,25,52,8.5,244837
60,33,2,34,30,7.7,358198
25,0,1,1,40,5.0,25938
41,19,1,15,37,6.7,190855
34,12,2,11,43,10.0,125679
24,0,4,3,41,6.4,40686
43,20,2,23,40,9.1,224484
40,11,2,11,46,7.1,124547
35,10,4,8,51,3.3,99755
49,23,1,29,56,7.9,248134
28,6,3,6,39,8.8,90604
39,11,2,10,34,6.9,126101
59,30,1,26,46,8.7,313185
48,26,4,15,51,4.7,272538
47,21,1,36,47,5.1,214008
24,0,3,0,51,7.3,38404
35,7,2,14,42,7.7,99210
55,25,1,23,40,8.9,266434
57,32,1,45,44,7.9,372851
21,0,1,3,41,5.3,33206
23,2,1,0,46,7.3,32826
44,15,3,14,48,7.8,172934
47,17,2,20,48,4.4,176510
60,33,2,37,46,6.9,373580
56,32,2,24,44,6.5,331449
54,31,4,27,47,6.1,350390
49,19,4,28,33,7.7,198026
44,18,3,14,44,5.4,190584
44,23,4,17,43,7.6,244831
24,1,2,5,44,7.8,44996
23,1,2,5,43,8.5,34034
54,25,3,33,45,5.4,287275
43,20,3,13,40,4.9,197397
43,21,2,18,49,7.4,220824
25,1,2,2,45,6.6,37354
51,29,4,32,44,10.0,319993
26,5,3,6,40,7.6,69820
57,31,2,39,47,7.1,345422
30,0,3,1,44,6.8,45763
60,32,2,30,39,5.3,342190
27,0,1,3,43,7.8,32930
59,29,2,42,46,6.9,308670
58,36,2,34,46,6.9,411211
41,12,1,13,45,7.1,116781
40,17,3,21,43,7.3,201310
23,0,2,0,48,4.6,37502
42,14,3,7,49,8.2,158375
24,1,1,2,47,5.8,39815
48,25,1,39,40,6.8,270065
32,6,4,5,38,8.8,76601
58,37,3,36,40,9.5,424471
56,32,4,36,53,4.6,372902
25,4,4,4,44,7.0,78345
33,10,2,10,54,7.4,94450
43,14,2,11,42,4.9,132571
50,25,3,34,42,8.1,303155
57,32,4,23,43,7.2,368921
45,21,3,31,43,7.3,252012
47,24,3,31,39,5.7,252171
34,9,3,2,37,7.6,93885
56,32,2,28,46,8.2,367101
59,31,3,30,48,7.2,358242
36,12,3,16,55,6.3,139477
42,14,3,18,41,6.4,137330
41,15,1,17,41,7.3,166782
41,16,2,10,39,7.1,189353
28,4,1,5,49,8.3,50478
36,12,2,22,47,6.3,154193
51,27,4,39,39,5.3,301400
30,1,1,1,38,7.5,37698
52,28,2,27,48,6.3,304696
54,25,2,28,45,8.1,256284
29,0,3,1,47,7.0,43804
37,11,3,5,39,7.9,99825
31,1,2,0,34,5.6,42193
52,25,1,39,39,7.2,294955
30,0,2,2,46,6.0,32226
42,19,3,15,54,5.3,198155
37,9,2,15,41,5.8,102676
24,1,4,5,54,6.2,68828
45,24,2,22,47,8.7,261977
41,11,1,6,36,6.2,116944
57,32,3,34,44,5.2,353985
58,36,2,39,47,7.2,421333
21,0,3,2,31,7.0,22000
45,19,2,23,46,6.3,207870
56,26,3,26,49,6.8,271346
37,8,3,18,45,8.4,107669
44,23,4,18,43,7.9,260533
22,0,2,2,42,7.8,23967
60,39,2,50,42,5.3,473783
35,14,2,13,37,10.0,149018
52,24,4,26,40,8.5,286987
59,37,4,48,41,7.7,442836
26,5,1,3,44,5.4,42197
21,0,1,0,40,8.3,38403
43,19,2,12,39,6.3,194055
59,36,1,25,47,6.7,402351
37,13,2,13,45,4.6,118984
54,29,1,44,40,5.3,294494
49,28,3,17,46,7.6,298702
29,8,4,10,41,8.4,112637
33,10,4,16,43,8.0,132489
26,0,2,5,48,7.9,67066
26,5,3,7,40,6.9,70819
40,18,3,26,37,6.4,171861
23,0,1,0,42,7.4,51860
37,16,3,22,36,8.1,177852
32,5,2,11,42,7.0,80236
21,0,2,5,42,8.7,56405
37,7,2,13,31,6.7,100664
23,0,1,4,46,5.6,38124
46,18,3,13,42,7.0,201069
35,6,2,5,49,7.1,88606
56,30,2,34,44,6.9,323283
52,23,1,25,47,8.8,239971
52,28,3,23,49,8.1,317701
24,0,2,3,42,5.0,27744
38,10,3,13,43,9.1,133738
39,10,3,12,35,3.2,105398
55,32,2,45,49,10.0,380529
60,38,2,26,42,6.6,446446
34,8,3,8,38,6.7,99629
53,29,1,38,47,6.9,317247
34,13,1,17,32,7.5,131229
54,26,3,29,41,7.0,283394
24,0,2,3,48,6.8,47498
44,15,2,18,41,8.8,178760
49,27,2,27,39,7.8,281609
39,10,2,18,41,5.7,105601
26,0,3,0,33,8.0,54320
53,28,3,34,47,7.7,310856
60,33,3,35,42,6.2,378143
39,10,3,12,42,8.1,112148
21,0,2,4,42,6.8,22000
25,0,2,3,43,6.7,43379
47,23,2,31,46,6.7,261842
36,15,2,18,43,3.6,149655
26,0,4,1,36,6.3,22000
60,37,3,25,46,8.0,429819
33,7,1,6,45,7.0,74769
55,29,1,41,44,5.2,281756
39,15,1,8,48,8.4,150529
32,10,2,16,43,6.6,121612
36,7,1,11,49,5.3,99972
30,8,3,12,50,10.0,134082
45,22,3,27,46,5.5,245471
40,10,3,15,39,8.2,131753
51,30,2,28,42,5.9,307135
24,0,2,6,49,7.2,67262
43,22,3,30,36,5.7,250918
22,0,3,5,41,5.3,35995
42,21,3,35,41,7.7,245140
57,32,4,35,39,7.6,379343
28,1,3,1,47,8.6,71353
27,4,3,8,45,7.0,70667
34,5,1,13,39,10.0,72495
23,0,3,5,46,7.4,42270
36,13,2,16,42,7.8,152422
39,14,2,18,39,5.1,120472
38,11,3,10,39,6.1,82945
36,12,2,17,45,7.7,146331
28,3,1,7,48,6.9,64518
53,30,1,39,41,7.3,327522
32,3,1,6,46,5.9,41203
31,1,1,0,51,7.2,26081
25,0,1,5,37,7.2,31136
47,20,2,23,45,5.3,211040
32,2,2,7,47,7.9,53171
37,15,4,14,43,4.6,170101
26,0,2,5,49,7.3,35751
53,26,1,33,54,9.5,281168
25,0,3,0,45,8.0,53338
48,19,3,21,42,7.9,201257
34,11,3,9,48,5.7,117632
25,1,2,5,47,9.5,49258
53,32,3,31,30,8.9,349813
39,13,3,4,43,5.8,135750
42,18,3,17,41,6.3,193904
25,4,3,5,45,8.8,77156
22,0,3,6,42,9.5,44856
50,27,3,28,43,5.2,289942
59,30,3,40,39,5.6,357251
24,0,2,7,47,6.8,29597
53,26,3,38,51,4.0,312791
33,9,3,11,39,7.0,107727
40,19,1,11,36,8.7,182878
27,0,4,0,43,5.0,50041
35,11,2,10,43,7.2,94673
43,20,2,19,49,6.2,224114
34,5,3,1,37,9.3,96993
43,13,2,10,40,6.2,144616
39,15,2,18,32,9.1,133423
49,25,1,14,50,6.2,259070
40,11,2,18,44,8.1,148782
49,27,1,33,41,7.4,305503
44,19,2,26,36,6.8,181763
38,14,2,21,37,5.9,159256
30,1,4,2,45,7.5,74737
28,3,4,5,37,6.4,61344
46,17,1,24,44,6.0,157308
49,20,3,23,53,9.1,235944
30,8,1,8,41,7.8,104966
37,8,1,15,38,7.9,95350
22,0,1,0,45,6.5,22461
26,2,4,7,37,6.7,69102
25,4,4,6,52,6.7,67224
48,27,2,36,50,7.5,306118
25,4,1,7,42,7.9,85238
38,9,2,15,39,7.0,86204
46,18,3,10,41,5.9,192043
40,15,3,17,42,8.1,162721
47,22,2,8,45,7.0,216432
32,3,3,1,48,5.0,63022
27,4,2,11,38,4.0,51853
23,0,4,1,48,7.4,33850
30,3,3,0,46,5.8,35590
54,25,2,18,40,7.6,273281
45,19,3,11,38,5.9,185820
55,33,3,35,44,7.2,385889
36,15,2,10,38,6.5,142530
22,0,2,3,48,9.5,36559
44,23,4,14,37,8.3,254018
30,0,1,6,46,8.9,52286
58,28,1,33,43,7.0,295727
42,13,2,18,40,8.2,146983
46,16,3,14,42,7.1,157684
59,31,3,34,48,9.1,371637
47,20,4,25,37,6.9,235509
49,26,3,37,41,5.0,295922
58,30,1,21,39,4.2,298786
40,18,3,22,43,9.3,201562
47,25,3,29,40,7.7,293626
40,10,1,6,34,7.8,116774
39,16,1,26,38,9.1,196176
40,13,1,23,51,4.7,130454
55,34,3,50,44,6.5,392987
22,0,4,4,44,6.7,48362
50,23,3,32,42,8.0,261783
54,30,4,36,43,6.0,343593
42,17,1,22,41,5.3,165114
23,0,4,6,46,5.3,61159
26,5,3,7,44,8.6,80461
35,11,2,12,37,6.0,100597
47,26,4,22,44,6.2,272244
30,9,2,13,31,7.9,105625
29,0,4,1,45,6.0,78982
53,32,4,38,36,4.6,354209
52,25,3,41,43,4.8,275472
26,0,3,0,37,6.9,67008
56,32,1,50,43,7.7,357679
22,0,3,2,46,6.7,49316
49,26,2,10,51,7.6,290991
24,0,3,1,35,4.7,22000
21,0,3,3,48,4.8,37239
39,13,4,16,44,10.0,151428
46,16,1,14,41,8.7,144335
45,16,3,16,47,8.1,194742
30,1,4,3,42,6.1,42015
35,11,3,12,47,6.7,115595
42,21,1,27,38,7.0,209617
41,20,1,31,40,8.8,225096
42,12,1,10,48,7.6,127895
56,31,3,23,50,7.7,337560
54,32,3,37,43,6.8,371020
50,24,4,29,30,8.1,275851
45,18,2,31,42,7.4,197525
48,27,2,18,43,7.1,278733
21,0,3,0,42,6.0,50591
24,0,3,0,45,6.8,39750
27,2,4,5,41,5.5,73918
29,2,3,0,47,6.9,45218
56,26,2,24,37,7.1,262759
39,13,3,15,49,3.6,127504
21,0,3,0,51,6.7,41784
30,3,2,8,38,5.4,56090
56,26,2,40,38,7.7,271822
29,0,1,0,45,7.9,41411
52,22,1,23,37,6.4,226474
52,22,3,24,41,7.8,220774
26,0,1,0,49,7.8,35746
58,33,2,50,47,6.7,390720
37,10,2,12,53,9.1,110177
30,7,3,8,44,6.0,85668
47,25,2,24,40,9.1,280408
55,30,3,38,43,6.7,362692
41,17,1,21,42,5.8,175969
45,20,1,6,42,6.5,185919
48,20,2,30,43,5.5,206133
35,11,2,20,38,8.1,138659
24,0,2,0,44,4.8,47801
49,22,1,17,36,8.9,206463
29,0,4,2,39,5.7,50975
47,20,3,28,42,8.2,215215
46,18,1,29,32,7.0,174355
39,13,1,17,47,7.4,137626
48,20,4,17,33,6.2,221349
37,14,3,14,46,7.5,158043
40,10,2,8,37,7.2,110488
60,30,3,38,41,5.0,340129
59,38,3,50,46,5.7,463962
43,17,3,16,54,6.2,182590
52,31,2,19,44,5.9,335963
53,24,2,44,33,8.8,261144
25,3,1,7,48,7.0,69282
54,32,4,50,42,5.9,392654
60,33,3,36,43,6.3,385540
31,9,2,13,46,6.3,115172
23,0,4,2,32,6.6,44378
53,25,4,13,43,5.5,277981
31,5,4,12,41,5.9,53391
36,9,3,15,49,8.1,127925
38,11,4,10,47,7.3,153795
50,24,2,42,35,6.8,255897
30,0,3,2,49,7.0,37295
38,9,3,20,45,6.9,132366
58,29,2,22,35,6.7,292589
39,12,1,19,43,7.7,123939
56,27,4,39,48,7.6,319309
33,3,2,9,37,4.8,45323
23,0,3,4,50,6.8,58300
30,7,1,6,35,4.9,64100
58,37,1,32,39,7.9,417318
21,0,2,0,38,8.1,42864
47,23,2,32,50,6.1,269777
28,6,3,5,41,6.8,94494
37,8,3,3,37,4.0,77496
29,6,1,6,45,8.4,65626
26,0,1,6,46,8.0,56156
45,19,2,17,46,8.6,192669
59,34,2,34,42,9.1,382982
48,27,3,27,44,5.3,279542
53,29,2,22,40,8.2,318108
57,34,1,43,51,9.1,383082
29,8,2,4,49,4.9,88889
38,13,1,14,48,6.8,135686
41,15,1,12,47,6.5,151853
22,0,2,0,46,8.2,51640
58,35,3,38,37,3.6,393186
60,34,4,30,46,9.5,394353
56,32,3,19,44,6.8,328995
57,28,2,42,49,8.3,320942
35,10,2,18,47,6.9,117966
48,24,3,13,46,7.7,244454
38,16,3,20,35,3.8,163311
54,28,4,42,43,6.5,336962
42,12,1,8,40,8.2,135683
31,9,1,19,44,7.4,90768
33,6,3,12,41,4.7,76880
24,1,3,6,42,7.1,63242
42,13,3,19,45,5.9,164652
27,2,3,1,41,5.7,39353
44,16,4,17,44,4.9,188880
24,0,3,0,35,7.9,23449
48,18,4,26,39,8.6,219719
35,7,4,9,46,10.0,101389
21,0,3,0,37,4.9,51904
23,0,2,4,49,8.1,42782
34,9,2,13,48,8.2,108191
58,28,3,38,42,6.2,313199
21,0,2,4,58,5.7,28405
58,30,3,32,49,5.5,314900
58,28,1,22,38,6.3,291092
41,13,2,18,47,7.3,156472
49,27,3,30,43,8.9,310601
25,1,1,4,39,8.5,32202
30,0,2,1,38,4.7,37562
48,27,2,37,48,5.9,285318
41,17,3,26,40,8.8,196852
27,3,1,2,42,6.0,65296
23,0,3,0,38,6.9,43060
40,11,2,13,39,4.6,131152
39,16,4,24,42,8.6,184740
55,33,2,22,45,4.3,350510
24,0,2,5,30,4.7,32008
25,0,1,1,43,8.5,25488
21,0,1,0,39,9.7,36915
24,0,3,2,50,6.6,41818
32,2,1,6,58,6.9,56382
47,19,2,16,41,8.3,199629
43,20,3,17,34,7.4,189386
45,16,2,7,44,6.5,143933
41,19,1,20,42,6.3,203275
44,18,3,29,53,4.8,176463
45,24,4,39,51,7.3,290496
52,25,1,6,47,6.9,238867
52,29,1,34,40,6.4,310161
25,0,4,0,46,5.6,60297
56,32,1,19,44,5.7,331066
59,30,4,28,44,7.9,351255
36,11,1,12,35,8.2,116203
53,30,3,35,48,6.5,339287
41,13,2,20,44,6.4,139762
29,3,4,8,42,5.8,72953
26,4,2,5,40,8.3,58981
55,32,3,45,39,7.0,357826
59,31,1,35,45,7.5,339594
42,12,2,16,34,7.5,131063
25,0,3,5,47,6.6,24760
43,13,3,23,38,5.4,144024
37,11,4,19,33,5.6,111767
32,11,2,11,52,8.6,135852
43,14,3,17,39,6.0,127986
36,13,2,17,39,6.4,160611
23,0,4,5,49,5.4,42792
50,23,4,34,52,5.3,252810
42,15,2,27,35,5.9,156404
29,6,4,4,38,9.4,94615
49,25,3,23,39,7.9,280386
57,27,2,22,48,6.3,282158
43,16,3,24,51,8.5,168446
33,5,1,7,38,6.8,53302
52,30,3,18,50,8.9,336587
43,14,1,19,39,10.0,163738
37,10,1,12,45,8.4,126910
60,32,2,25,37,7.1,347717
41,15,3,15,42,8.0,174858
22,0,3,0,42,7.0,63848
57,28,4,14,41,4.4,310924
26,2,2,0,45,6.1,59814
38,13,1,11,38,5.7,115941
50,21,3,34,39,6.1,242661
42,21,3,27,45,9.5,242195
53,29,2,33,50,8.6,333118
50,23,2,22,43,7.6,256693
37,8,3,9,46,8.1,108003
52,22,2,29,47,4.4,229719
34,8,3,8,47,8.0,90262
30,2,3,6,38,8.3,54852
56,27,3,31,39,3.9,292214
54,24,3,37,40,8.1,274711
29,5,2,6,53,5.0,76027
48,27,3,19,46,4.2,295224
31,3,3,13,45,8.9,85684
34,12,2,15,45,5.6,127905
59,38,3,39,36,6.0,434583
39,12,2,12,53,8.4,141700
35,5,3,0,45,6.6,98056
48,19,2,28,47,6.7,209465
44,15,3,4,34,6.7,143099
28,5,1,7,47,7.5,80530
29,3,2,5,41,6.7,65409
53,26,4,45,36,7.2,310506
53,23,3,20,38,6.3,256925
39,10,1,6,37,7.5,106783
23,1,2,3,37,7.4,60935
30,2,2,3,43,9.7,62063
60,33,3,24,41,6.5,384600
21,0,3,2,45,6.7,57831
49,27,3,26,51,7.3,310972
54,26,3,18,42,8.4,289130
33,8,3,3,32,5.5,112718
21,0,2,2,42,7.1,53569
54,27,1,33,49,3.5,271048
49,19,3,16,43,6.6,201731
33,12,4,16,51,8.5,145293
49,21,3,26,45,6.0,251834
59,35,3,50,34,7.2,428817
44,15,3,9,44,6.3,179283
46,25,4,32,44,5.8,272180
37,15,2,23,48,8.4,182370
27,1,2,5,52,5.5,33106
33,3,4,6,48,7.4,50734
25,4,3,9,45,7.4,69567
46,22,2,33,46,5.8,255499
23,0,2,2,42,7.2,28989
27,0,2,0,36,5.7,32248
59,34,1,39,43,7.7,394206
21,0,4,4,45,5.2,53657
37,11,2,13,37,6.5,143874
45,24,3,22,50,6.6,259920
23,0,2,3,48,8.6,42950
35,9,3,7,36,7.2,88996
49,23,1,27,50,8.3,240304
52,24,3,36,41,7.8,257037
46,20,3,20,39,7.8,191643
36,11,3,16,48,6.5,153071
45,23,1,14,43,8.4,231007
48,24,2,34,52,6.5,295408
29,0,1,5,39,4.6,23179
21,0,2,2,34,6.7,30504
49,19,3,24,42,7.6,198276
42,18,3,16,47,4.8,178811
36,14,3,21,38,5.8,162513
27,0,3,3,36,5.3,42996
34,4,2,6,44,8.1,80615
49,19,2,22,36,9.3,217617
39,17,1,30,45,6.7,195378
39,18,3,23,41,7.7,184598
22,0,3,0,45,7.7,37864
35,14,2,19,36,9.2,154568
23,2,1,5,49,6.1,97174
31,10,3,12,42,6.7,125019
50,24,3,22,47,6.5,259410
60,31,3,15,48,7.1,345839
38,8,2,12,37,10.0,95623
22,1,2,5,47,7.0,53879
52,27,4,31,36,5.8,311426
28,0,3,4,36,5.4,36952
42,13,2,13,53,8.8,138031
26,5,3,9,49,5.8,77816
32,4,3,7,53,7.9,74045
